otu name	Taxonomy	Percent Homology	evalue	bitscore	1.Nezara.viridula.Infected.Fat.Body	2.Nezara.viridula.Infected.Ovary	3.Nezara.viridula.Infected.Spermatheca	4.Nezara.viridula.Infected.Egg	5.Nezara.viridula.Clean.Fat.Body	6.Nezara.viridula.Clean.Ovary	7.Nezara.viridula.Clean.Spermatheca	8.Nezara.viridula.Clean.Egg
OTU_282	pediococcus pentosaceus ;k__bacteria;p__firmicutes;c__bacilli;o__lactobacillales;f__lactobacillaceae;g__pediococcus;s__pediococcus pentosaceus;superkingdom__bacteria	99.63369963	3.48E-136	488.196	0	0	0	1	0	0	0	4
OTU_283	gq008505.1 topographical and temporal human skin microbiome skin volar forearm clone nbw118a10c1  ;k__bacteria;p__bacteroidetes;c__flavobacteriia;o__flavobacteriales;f__flavobacteriaceae;g__elizabethkingia;s__elizabethkingia meningoseptica;superkingdom__bacteria;superphylum__bacteroidetes/chlorobi group	98.9010989	1.80E-133	479.179	0	0	0	0	0	0	5	0
OTU_284	methylobacterium sp. 9pnm_23 ;k__bacteria;p__proteobacteria;c__alphaproteobacteria;o__rhizobiales;f__methylobacteriaceae;g__methylobacterium;s__methylobacterium sp.;superkingdom__bacteria	98.9010989	1.80E-133	479.179	0	0	0	0	0	5	0	0
OTU_285	___eu192367.1__gi:165881903_  ;k__fungi;p__basidiomycota;c__malasseziomycetes;o__malasseziales;f__malasseziaceae;g__malassezia;s__malassezia restricta;subphylum__ustilaginomycotina;subkingdom__dikarya;superkingdom__eukaryota	99.29906542	0	758.701	0	0	0	0	0	0	5	0
OTU_286	ay566580.1 xanthomonas sp. str. pg_07  ;k__bacteria;p__proteobacteria;c__gammaproteobacteria;o__xanthomonadales;f__xanthomonadaceae;g__thermomonas;s__thermomonas fusca;superkingdom__bacteria	97.43589744	4.84E-128	461.145	0	7	0	0	0	0	0	0
OTU_287	enterococcus hirae ;k__bacteria;p__firmicutes;c__bacilli;o__lactobacillales;f__enterococcaceae;g__enterococcus;s__enterococcus hirae;superkingdom__bacteria	95.98540146	4.54E-122	441.308	0	0	2	7	0	0	0	0
OTU_288	uncultured roseburia sp. ;k__bacteria;p__firmicutes;c__clostridia;o__clostridiales;f__lachnospiraceae;g__roseburia;s__roseburia spp.;superkingdom__bacteria	98.16849817	9.35E-131	470.162	4	0	0	0	0	0	0	1
OTU_289	gq069161.1 topographical and temporal human skin microbiome skin volar forearm clone nbw229f07c1  ;k__bacteria;p__proteobacteria;c__alphaproteobacteria;o__rhizobiales;f__methylobacteriaceae;g__methylobacterium;s__methylobacterium adhaesivum;superkingdom__bacteria	97.43589744	4.84E-128	461.145	5	3	1	13	5	14	6	495
OTU_290	uncultured pantoea sp. ;k__bacteria;p__proteobacteria;c__gammaproteobacteria;o__enterobacteriales;f__enterobacteriaceae;g__pantoea;s__pantoea spp.;superkingdom__bacteria	95.97069597	1.30E-122	443.112	7	5	0	0	53	2	16	1
OTU_291	uncultured deinococcus sp. ;k__bacteria;p__deinococcus_thermus;c__deinococci;o__deinococcales;f__deinococcaceae;g__deinococcus;s__deinococcus spp.;superkingdom__bacteria	98.9010989	1.80E-133	479.179	0	0	0	0	0	0	0	4
OTU_292	ay323525.1 prevotella melaninogenica str. atcc 25845  ;k__bacteria;p__bacteroidetes;c__bacteroidia;o__bacteroidales;f__prevotellaceae;g__prevotella;s__prevotella melaninogenica;superkingdom__bacteria;superphylum__bacteroidetes/chlorobi group	98.9010989	1.80E-133	479.179	0	0	0	0	0	4	0	0
OTU_293	uncultured flavobacterium sp. ;k__bacteria;p__bacteroidetes;c__flavobacteriia;o__flavobacteriales;f__flavobacteriaceae;g__flavobacterium;s__flavobacterium spp.;superkingdom__bacteria;superphylum__bacteroidetes/chlorobi group	98.9010989	1.80E-133	479.179	0	0	0	0	0	4	0	0
OTU_294	aj429239.1 sphingomonas faeni str. ma_olki  ;k__bacteria;p__proteobacteria;c__alphaproteobacteria;o__sphingomonadales;f__sphingomonadaceae;g__sphingomonas;s__sphingomonas faeni;superkingdom__bacteria	99.26739927	4.24E-135	484.589	0	0	0	0	0	0	0	4
OTU_295	rattus norvegicus ;k__metazoa;p__chordata;c__mammalia;o__rodentia;f__muridae;g__rattus;s__rattus norvegicus;subfamily__murinae;suborder__sciurognathi;superorder__euarchontoglires;subphylum__craniata;superkingdom__eukaryota	89.28571429	2.71756	37.3537	0	0	0	0	0	4	0	0
OTU_296	eu704216.1 human biliary stents clone klond03  ;k__bacteria;p__firmicutes;c__bacilli;o__lactobacillales;f__enterococcaceae;g__enterococcus;s__enterococcus faecalis;superkingdom__bacteria	95.97069597	1.30E-122	443.112	0	0	23	115	0	0	0	0
OTU_297	eu399704.1 mesorhizobium septentrionale str. ccbau 03133  ;k__bacteria;p__proteobacteria;c__alphaproteobacteria;o__rhizobiales;f__phyllobacteriaceae;g__mesorhizobium;s__mesorhizobium septentrionale;superkingdom__bacteria	98.16849817	9.35E-131	470.162	0	0	0	0	0	5	0	0
OTU_298	No hits found				0	0	0	0	0	0	4	0
OTU_299	u60015.1 prosthecobacter fusiformis str. fc4  ;k__bacteria;p__verrucomicrobia;c__verrucomicrobiae;o__verrucomicrobiales;f__verrucomicrobiaceae;g__prosthecobacter;s__prosthecobacter debontii;superkingdom__bacteria;superphylum__chlamydiae/verrucomicrobia group	97.06959707	4.84E-128	461.145	0	0	0	0	0	4	0	0
OTU_300	eu704216.1 human biliary stents clone klond03  ;k__bacteria;p__firmicutes;c__bacilli;o__lactobacillales;f__enterococcaceae;g__enterococcus;s__enterococcus faecalis;superkingdom__bacteria	96.33699634	3.06E-124	448.522	0	0	45	105	0	0	0	0
OTU_301	fj368332.1 feces adult twins and mothers ;k__bacteria;p__firmicutes;c__bacilli;o__lactobacillales;f__enterococcaceae;g__enterococcus;s__enterococcus lactis;superkingdom__bacteria	96.60377358	6.70E-120	434.095	0	0	2	4	0	0	0	0
OTU_302	af529109.1 trichloroethene_contaminated site clone ftl254 proteobacterium  ;k__bacteria;p__proteobacteria;c__betaproteobacteria;o__burkholderiales;f__oxalobacteraceae;g__massilia;s__massilia timonae;superkingdom__bacteria	95.97069597	1.30E-122	443.112	0	0	0	0	0	0	0	12
OTU_303	uncultured acidobacterium sp. ;k__bacteria;p__acidobacteria;c__acidobacteriia;o__acidobacteriales;f__acidobacteriaceae;g__acidobacterium;s__acidobacterium spp.;superkingdom__bacteria;superphylum__fibrobacteres/acidobacteria group	99.26739927	4.24E-135	484.589	0	0	0	0	0	0	0	4
OTU_304	uncultured aquabacterium sp. ;k__bacteria;p__proteobacteria;c__betaproteobacteria;o__burkholderiales;f__burkholderiales;g__aquabacterium;s__aquabacterium spp.;superkingdom__bacteria	95.97069597	1.03E-123	446.718	0	0	0	0	0	3	0	0
OTU_305	uncultured xylella sp. ;k__bacteria;p__proteobacteria;c__gammaproteobacteria;o__xanthomonadales;f__xanthomonadaceae;g__xylella;s__xylella spp.;superkingdom__bacteria	95.23809524	6.73E-120	434.095	0	0	0	0	0	5	0	0
OTU_306	uncultured dokdonella sp. ;k__bacteria;p__proteobacteria;c__gammaproteobacteria;o__xanthomonadales;f__xanthomonadaceae;g__dokdonella;s__dokdonella spp.;superkingdom__bacteria	95.97069597	1.30E-122	443.112	0	0	0	0	0	0	7	1
OTU_307	thermicanus aegyptius ;k__bacteria;p__firmicutes;c__bacilli;o__bacillales;f__bacillales family x. incertae sedis;g__thermicanus;s__thermicanus aegyptius;superkingdom__bacteria	96.33699634	1.55E-121	439.505	0	0	2	1	0	1	78	0
OTU_308	ay028925.1 jeotgalicoccus halotolerans str. ykj_101  ;k__bacteria;p__firmicutes;c__bacilli;o__bacillales;f__staphylococcaceae;g__jeotgalicoccus;s__jeotgalicoccus halotolerans;superkingdom__bacteria	98.9010989	1.80E-133	479.179	0	4	0	0	0	0	0	0
OTU_309	uncultured burkholderia sp. ;k__bacteria;p__proteobacteria;c__betaproteobacteria;o__burkholderiales;f__burkholderiaceae;g__burkholderia;s__burkholderia spp.;superkingdom__bacteria	96.33699634	3.06E-124	448.522	0	4	0	0	0	0	0	0
OTU_310	gq073856.1 topographical and temporal human skin microbiome skin retroauricular crease clone nbw158f05c1  ;k__bacteria;p__actinobacteria;c__actinobacteria;o__actinomycetales;f__corynebacteriaceae;g__corynebacterium;s__corynebacterium glucuronolyticum;superkingdom__bacteria;subclass  actinobacteridae;suborder__corynebacterineae	98.9010989	1.81E-133	479.179	0	0	0	0	0	4	0	0
OTU_311	uncultured cytophaga sp. ;k__bacteria;p__bacteroidetes;c__cytophagia;o__cytophagales;f__cytophagaceae;g__cytophaga;s__cytophaga spp.;superkingdom__bacteria;superphylum__bacteroidetes/chlorobi group	90.51094891	6.74E-101	370.977	0	0	0	0	0	4	0	0
OTU_312	uncultured arthrobacter sp. ;k__bacteria;p__actinobacteria;c__actinobacteria;o__actinomycetales;f__micrococcaceae;g__arthrobacter;s__arthrobacter spp.;superkingdom__bacteria;subclass  actinobacteridae;suborder__micrococcineae	98.81889764	3.72E-123	444.915	0	0	0	0	0	0	0	9
OTU_313	devosia submarina ;k__bacteria;p__proteobacteria;c__alphaproteobacteria;o__rhizobiales;f__hyphomicrobiaceae;g__devosia;s__devosia submarina;superkingdom__bacteria	99.26739927	4.24E-135	484.589	0	0	0	0	0	3	1	3
OTU_314	bdellovibrio sp. sd2gs ;k__bacteria;p__proteobacteria;c__deltaproteobacteria;o__bdellovibrionales;f__bdellovibrionaceae;g__bdellovibrio;s__bdellovibrio sp.;superkingdom__bacteria;subphylum__delta/epsilon subdivisions	95.97069597	1.30E-122	443.112	0	0	0	0	0	4	0	0
OTU_315	gq433962.1 subseafloor ocean crust microbial observatories: (f_through osmo colonization system) and evaluation borehole materials seafloor black flocs colonization experiment glass wool clone blkflocs_h02  ;k__bacteria;p__proteobacteria;c__gammaproteobacteria;o__pseudomonadales;f__pseudomonadaceae;g__pseudomonas;s__pseudomonas stutzeri;superkingdom__bacteria;species group  pseudomonas stutzeri group;species subgroup  pseudomonas stutzeri subgroup	98.86363636	4.76E-128	461.145	0	0	2	4	5	237	1	4
OTU_316	uncultured pantoea sp. ;k__bacteria;p__proteobacteria;c__gammaproteobacteria;o__enterobacteriales;f__enterobacteriaceae;g__pantoea;s__pantoea spp.;superkingdom__bacteria	96.33699634	3.06E-124	448.522	15	0	0	0	44	3	14	0
OTU_317	uncultured synechococcus sp. ;k__bacteria;p__cyanobacteria;c__cyanobacteria;o__synechococcales;f__synechococcaceae;g__synechococcus;s__synechococcus spp.;superkingdom__bacteria;subclass  oscillatoriophycideae	95.65217391	2.44133	37.3537	1	0	0	0	3	0	0	0
OTU_318	dq818571.1 mouse cecal microbiota_colonized zebrafish digestive tract clone aaa45b10  ;k__bacteria;p__firmicutes;c__bacilli;o__lactobacillales;f__enterococcaceae;g__enterococcus;s__enterococcus faecalis;superkingdom__bacteria	96.7032967	2.51E-125	452.129	0	0	0	0	0	0	7	0
OTU_319	siphonobacter sp. eg4 ;k__bacteria;p__bacteroidetes;c__cytophagia;o__cytophagales;f__cytophagaceae;g__siphonobacter;s__siphonobacter sp.;superkingdom__bacteria;superphylum__bacteroidetes/chlorobi group	98.53479853	2.20E-132	475.572	5	0	0	0	0	0	0	0
OTU_320	uncultured fusobacterium sp. ;k__bacteria;p__fusobacteria;c__fusobacteriia;o__fusobacteriales;f__fusobacteriaceae;g__fusobacterium;s__fusobacterium spp.;superkingdom__bacteria	90.1459854	3.48E-98	361.96	0	4	0	0	0	0	0	0
OTU_321	uncultured cyanobacterium sp. ;k__bacteria;p__cyanobacteria;c__oscillatoriophycideae;o__chroococcales;f__cyanobacteriaceae;g__cyanobacterium;s__cyanobacterium spp.;superkingdom__bacteria;subclass  oscillatoriophycideae	100	2.25468	37.3537	0	0	0	0	0	0	5	0
OTU_322	uncultured spiroplasma sp. ;k__bacteria;p__tenericutes;c__mollicutes;o__entomoplasmatales;f__spiroplasmataceae;g__spiroplasma;s__spiroplasma spp.;superkingdom__bacteria	92.30769231	2.03E-12	77.0278	0	0	0	0	3	0	0	1
OTU_323	eu465383.1 lion feces clone li3_aah76d08  ;k__bacteria;p__firmicutes;c__clostridia;o__clostridiales;f__lachnospiraceae;g__blautia;s__blautia producta;superkingdom__bacteria	98.53479853	2.20E-132	475.572	0	0	0	1	0	3	0	0
OTU_324	l77877.1 thermothrix thiopara  ;k__bacteria;p__deinococcus_thermus;c__deinococci;o__thermales;f__thermaceae;g__thermus;s__thermus thiopara;superkingdom__bacteria	98.89705882	6.27E-133	477.376	0	0	0	0	0	0	4	0
OTU_325	massilia timonae ;k__bacteria;p__proteobacteria;c__betaproteobacteria;o__burkholderiales;f__oxalobacteraceae;g__massilia;s__massilia timonae;superkingdom__bacteria	97.43589744	4.84E-128	461.145	6	12	14	30	81	22	19	2709
OTU_326	marchantia polymorpha ;k__viridiplantae;p__streptophyta;c__marchantiopsida;o__marchantiales;f__marchantiaceae;g__marchantia;s__marchantia polymorpha;subclass  marchantiidae;superkingdom__eukaryota	90.44117647	5.53E-102	374.584	0	0	0	0	6	0	0	0
OTU_327	ay830401.1 insect gut clone 1_7  ;k__bacteria;p__firmicutes;c__bacilli;o__lactobacillales;f__enterococcaceae;g__enterococcus;s__enterococcus faecalis;superkingdom__bacteria	94.50549451	3.49E-117	425.078	0	0	7	12	0	0	0	0
OTU_328	eu704216.1 human biliary stents clone klond03  ;k__bacteria;p__firmicutes;c__bacilli;o__lactobacillales;f__enterococcaceae;g__enterococcus;s__enterococcus faecalis;superkingdom__bacteria	93.15068493	5.96E-121	437.702	0	0	2	6	0	0	0	0
OTU_329	uncultured ralstonia sp. ;k__bacteria;p__proteobacteria;c__betaproteobacteria;o__burkholderiales;f__burkholderiaceae;g__ralstonia;s__ralstonia spp.;superkingdom__bacteria	96.7032967	2.51E-125	452.129	0	0	0	1	0	0	0	17
OTU_330	anaerococcus sp. enrichment culture clone mrhull_s_06e ;k__bacteria;p__firmicutes;c__clostridia;o__clostridiales;f__peptoniphilaceae;g__anaerococcus;s__anaerococcus sp.;superkingdom__bacteria	98.88888889	7.58E-132	473.769	0	0	3	0	0	0	0	0
OTU_331	eu704216.1 human biliary stents clone klond03  ;k__bacteria;p__firmicutes;c__bacilli;o__lactobacillales;f__enterococcaceae;g__enterococcus;s__enterococcus faecalis;superkingdom__bacteria	94.13919414	4.25E-116	421.471	0	0	1	2	0	0	0	0
OTU_332	fj368332.1 feces adult twins and mothers ;k__bacteria;p__firmicutes;c__bacilli;o__lactobacillales;f__enterococcaceae;g__enterococcus;s__enterococcus lactis;superkingdom__bacteria	94.73684211	5.18E-115	417.864	0	0	2	8	0	0	0	0
OTU_333	eu704216.1 human biliary stents clone klond03  ;k__bacteria;p__firmicutes;c__bacilli;o__lactobacillales;f__enterococcaceae;g__enterococcus;s__enterococcus faecalis;superkingdom__bacteria	97.08029197	2.51E-125	452.129	0	0	16	115	0	1	0	0
OTU_334	gq069714.1 topographical and temporal human skin microbiome skin volar forearm clone nbw232b04c1  ;k__bacteria;p__bacteroidetes;c__sphingobacteriia;o__sphingobacteriales;f__sphingobacteriaceae;g__sphingobacterium;s__sphingobacterium faecium;superkingdom__bacteria;superphylum__bacteroidetes/chlorobi group	98.9010989	1.80E-133	479.179	0	0	0	0	0	0	3	0
OTU_335	uncultured rhodopila sp. ;k__bacteria;p__proteobacteria;c__alphaproteobacteria;o__rhodospirillales;f__acetobacteraceae;g__rhodopila;s__rhodopila spp.;superkingdom__bacteria	96.33699634	3.06E-124	448.522	0	0	0	0	0	0	1	2
OTU_336	uncultured adhaeribacter sp. ;k__bacteria;p__bacteroidetes;c__cytophagia;o__cytophagales;f__cytophagaceae;g__adhaeribacter;s__adhaeribacter spp.;superkingdom__bacteria;superphylum__bacteroidetes/chlorobi group	99.21875	6.69E-126	453.932	0	0	0	1	0	0	0	2
OTU_337	af357562.1 mpn_isolate group 14  ;k__bacteria;p__firmicutes;c__bacilli;o__lactobacillales;f__enterococcaceae;g__enterococcus;s__enterococcus cecorum;superkingdom__bacteria	96.33699634	3.06E-124	448.522	0	0	2	4	0	0	43	0
OTU_338	ef604015.1 salmonella typhimurium exploits inflammation compete intestinal microbiota mouse cecum clone 16saw43_2c06.p1k  ;k__bacteria;p__proteobacteria;c__gammaproteobacteria;o__enterobacteriales;f__enterobacteriaceae;g__salmonella;s__salmonella enterica;superkingdom__bacteria	94.84536082	6.36E-127	457.539	15	17	0	0	0	1	2	0
OTU_339	plautia stali ;k__metazoa;p__arthropoda;c__insecta;o__hemiptera;f__pentatomidae;g__plautia;s__plautia stali;subfamily__pentatominae;superfamily__pentatomoidea;infraclass  paraneoptera;subclass  neoptera;superclass  hexapoda;superkingdom__eukaryota	99.15966387	6.06E-179	630.662	0	0	0	0	1	0	2	0
OTU_340	uncultured pantoea sp. ;k__bacteria;p__proteobacteria;c__gammaproteobacteria;o__enterobacteriales;f__enterobacteriaceae;g__pantoea;s__pantoea spp.;superkingdom__bacteria	98.79518072	3.84E-77	291.629	0	0	0	0	3	0	0	0
OTU_341	ay830397.1 gut southern green stink bug (heteroptera: pentatomidae) insect gut clone 1_1  ;k__bacteria;p__firmicutes;c__bacilli;o__lactobacillales;f__enterococcaceae;g__enterococcus;s__enterococcus faecalis;superkingdom__bacteria	100	1.74E-87	325.893	0	0	0	2	0	0	1	0
OTU_342	gu108498.1 acidovorax citrulli str. 3b  ;k__bacteria;p__proteobacteria;c__betaproteobacteria;o__burkholderiales;f__comamonadaceae;g__acidovorax;s__acidovorax avenae;superkingdom__bacteria	99.63369963	3.48E-136	488.196	1	1	5	2	3	141	229	2
OTU_343	gq001490.1 topographical and temporal human skin microbiome skin buttock clone nbu173f05c1  ;k__bacteria;p__firmicutes;c__clostridia;o__clostridiales;f__lachnospiraceae;g__blautia;s__ruminococcus gnavus;superkingdom__bacteria	98.9010989	1.80E-133	479.179	3	0	0	0	0	0	0	0
OTU_344	spumella sp. got220 ;k__eukaryota;p__eukaryota;c__chrysophyceae;o__chromulinales;f__chromulinaceae;g__spumella;s__spumella sp.;superkingdom__eukaryota	98.41269841	0	756.898	0	0	0	0	0	3	0	0
OTU_345	x69335.1 coprothermobacter proteolyticus str. atcc 35245  ;k__bacteria;p__firmicutes;c__clostridia;o__thermoanaerobacterales;f__thermodesulfobiaceae;g__coprothermobacter;s__coprothermobacter proteolyticus;superkingdom__bacteria	98.9010989	1.80E-133	479.179	0	0	3	0	0	0	0	0
OTU_346	af357562.1 mpn_isolate group 14  ;k__bacteria;p__firmicutes;c__bacilli;o__lactobacillales;f__enterococcaceae;g__enterococcus;s__enterococcus cecorum;superkingdom__bacteria	96.7032967	2.51E-125	452.129	0	0	0	1	0	0	31	1
OTU_347	gq043854.1 topographical and temporal human skin microbiome skin plantar heel clone nbw972a07c1  ;k__bacteria;p__proteobacteria;c__alphaproteobacteria;o__sphingomonadales;f__sphingomonadaceae;g__sphingomonas;s__caulobacter leidyia;superkingdom__bacteria	99.63099631	4.21E-135	484.589	0	0	0	0	3	9	0	2
OTU_348	fj368332.1 feces adult twins and mothers ;k__bacteria;p__firmicutes;c__bacilli;o__lactobacillales;f__enterococcaceae;g__enterococcus;s__enterococcus lactis;superkingdom__bacteria	95.8490566	3.09E-118	428.685	0	0	4	5	0	0	0	0
OTU_349	uncultured geoalkalibacter sp. ;k__bacteria;p__proteobacteria;c__deltaproteobacteria;o__desulfuromonadales;f__geobacteraceae;g__geoalkalibacter;s__geoalkalibacter spp.;superkingdom__bacteria;subphylum__delta/epsilon subdivisions	93.04029304	9.36E-112	407.044	0	0	3	0	0	0	0	0
OTU_350	ay771798.1 sphingomonas sp. 4_5  ;k__bacteria;p__proteobacteria;c__alphaproteobacteria;o__sphingomonadales;f__sphingomonadaceae;g__sphingomonas;s__sphingomonas wittichii;superkingdom__bacteria	97.43589744	4.84E-128	461.145	0	0	0	0	0	3	0	0
OTU_351	uncultured aquabacterium sp. ;k__bacteria;p__proteobacteria;c__betaproteobacteria;o__burkholderiales;f__burkholderiales;g__aquabacterium;s__aquabacterium spp.;superkingdom__bacteria	99.26739927	4.24E-135	484.589	1	3	2	0	0	4	0	0
OTU_352	ay830401.1 insect gut clone 1_7  ;k__bacteria;p__firmicutes;c__bacilli;o__lactobacillales;f__enterococcaceae;g__enterococcus;s__enterococcus faecalis;superkingdom__bacteria	96.33699634	3.06E-124	448.522	0	0	28	102	0	1	0	0
OTU_353	uncultured pantoea sp. ;k__bacteria;p__proteobacteria;c__gammaproteobacteria;o__enterobacteriales;f__enterobacteriaceae;g__pantoea;s__pantoea spp.;superkingdom__bacteria	96.7032967	2.51E-125	452.129	22	9	0	2	109	5	41	3
OTU_354	uncultured sphingomonas sp. ;k__bacteria;p__proteobacteria;c__alphaproteobacteria;o__sphingomonadales;f__sphingomonadaceae;g__sphingomonas;s__sphingomonas spp.;superkingdom__bacteria	95.97069597	1.30E-122	443.112	0	0	0	0	0	2	0	1
OTU_355	am072819.1 leucobacter luti str. rf6  ;k__bacteria;p__actinobacteria;c__actinobacteria;o__actinomycetales;f__microbacteriaceae;g__leucobacter;s__leucobacter luti;superkingdom__bacteria;subclass  actinobacteridae;suborder__micrococcineae	97.06959707	5.90E-127	457.539	0	0	0	0	0	0	3	0
OTU_356	uncultured pantoea sp. ;k__bacteria;p__proteobacteria;c__gammaproteobacteria;o__enterobacteriales;f__enterobacteriaceae;g__pantoea;s__pantoea spp.;superkingdom__bacteria	97.14285714	7.68E-113	410.651	1	1	0	0	10	0	1	0
OTU_357	enterococcus rivorum ;k__bacteria;p__firmicutes;c__bacilli;o__lactobacillales;f__enterococcaceae;g__enterococcus;s__enterococcus rivorum;superkingdom__bacteria	94.84536082	6.36E-127	457.539	0	0	9	47	0	0	0	0
OTU_358	gq098562.1 topographical and temporal human skin microbiome skin umbilicus clone nbw703f06c1  ;k__bacteria;p__proteobacteria;c__betaproteobacteria;o__burkholderiales;f__oxalobacteraceae;g__massilia;s__massilia timonae;superkingdom__bacteria	94.84536082	6.36E-127	457.539	0	1	0	1	0	0	0	80
OTU_359	eu704216.1 human biliary stents clone klond03  ;k__bacteria;p__firmicutes;c__bacilli;o__lactobacillales;f__enterococcaceae;g__enterococcus;s__enterococcus faecalis;superkingdom__bacteria	95.23809524	6.73E-120	434.095	0	0	3	14	0	0	0	0
OTU_360	af357562.1 mpn_isolate group 14  ;k__bacteria;p__firmicutes;c__bacilli;o__lactobacillales;f__enterococcaceae;g__enterococcus;s__enterococcus cecorum;superkingdom__bacteria	96.61654135	1.58E-121	439.505	0	0	0	0	0	0	15	0
OTU_361	gq433962.1 subseafloor ocean crust microbial observatories: (f_through osmo colonization system) and evaluation borehole materials seafloor black flocs colonization experiment glass wool clone blkflocs_h02  ;k__bacteria;p__proteobacteria;c__gammaproteobacteria;o__pseudomonadales;f__pseudomonadaceae;g__pseudomonas;s__pseudomonas stutzeri;superkingdom__bacteria;species group  pseudomonas stutzeri group;species subgroup  pseudomonas stutzeri subgroup	96.98113208	1.30E-122	443.112	0	0	0	3	0	100	0	0
OTU_362	chelatococcus sp. enrichment culture clone hb1 ;k__bacteria;p__proteobacteria;c__alphaproteobacteria;o__rhizobiales;f__beijerinckiaceae;g__chelatococcus;s__chelatococcus sp.;superkingdom__bacteria	99.26739927	4.24E-135	484.589	0	0	3	0	0	0	0	0
OTU_363	uncultured conexibacter sp. ;k__bacteria;p__actinobacteria;c__actinobacteria;o__solirubrobacterales;f__conexibacteraceae;g__conexibacter;s__conexibacter spp.;superkingdom__bacteria;subclass  rubrobacteridae	97.8021978	1.14E-129	466.555	0	0	0	0	0	2	1	0
OTU_364	pinus taeda ;k__viridiplantae;p__streptophyta;c__streptophyta;o__pinales;f__pinaceae;g__pinus;s__pinus taeda;superkingdom__eukaryota;subclass  pinidae;subgenus  pinus	97.43589744	4.84E-128	461.145	0	0	0	0	0	0	0	12
OTU_365	uncultured clostridium sp. ;k__bacteria;p__firmicutes;c__clostridia;o__clostridiales;f__clostridiaceae;g__clostridium;s__clostridium spp.;superkingdom__bacteria	95.95588235	4.52E-122	441.308	0	2	0	1	0	0	0	0
OTU_366	uncultured gemmatimonas sp. ;k__bacteria;p__gemmatimonadetes;c__gemmatimonadetes;o__gemmatimonadales;f__gemmatimonadaceae;g__gemmatimonas;s__gemmatimonas spp.;superkingdom__bacteria	98.89705882	6.33E-133	477.376	0	0	0	0	0	0	0	3
OTU_367	empedobacter sp. h.p5 ;k__bacteria;p__bacteroidetes;c__flavobacteriia;o__flavobacteriales;f__flavobacteriaceae;g__empedobacter;s__empedobacter sp.;superkingdom__bacteria;superphylum__bacteroidetes/chlorobi group	95.97069597	1.30E-122	443.112	0	0	1	0	0	0	2	0
OTU_368	uncultured pantoea sp. ;k__bacteria;p__proteobacteria;c__gammaproteobacteria;o__enterobacteriales;f__enterobacteriaceae;g__pantoea;s__pantoea spp.;superkingdom__bacteria	95.97069597	1.30E-122	443.112	3	0	0	0	33	1	7	1
OTU_369	helcobacillus massiliensis ;k__bacteria;p__actinobacteria;c__actinobacteria;o__actinomycetales;f__dermabacteraceae;g__helcobacillus;s__helcobacillus massiliensis;superkingdom__bacteria;subclass  actinobacteridae;suborder__micrococcineae	98.53479853	2.20E-132	475.572	0	3	0	0	0	0	0	0
OTU_370	gq006662.1 topographical and temporal human skin microbiome skin occiput clone nbu86b09c1  ;k__bacteria;p__firmicutes;c__erysipelotrichia;o__erysipelotrichales;f__erysipelotrichaceae;g__solobacterium;s__solobacterium moorei;superkingdom__bacteria	98.89705882	6.27E-133	477.376	0	2	0	1	0	0	0	0
OTU_371	bacillus sp. nc8 ;k__bacteria;p__firmicutes;c__bacilli;o__bacillales;f__bacillaceae;g__bacillus;s__bacillus sp.;superkingdom__bacteria	96.7032967	2.51E-125	452.129	0	0	0	0	0	0	10	0
OTU_372	uncultured prevotella sp. ;k__bacteria;p__bacteroidetes;c__bacteroidia;o__bacteroidales;f__prevotellaceae;g__prevotella;s__prevotella spp.;superkingdom__bacteria;superphylum__bacteroidetes/chlorobi group	98.9010989	1.80E-133	479.179	0	3	0	0	0	0	0	0
OTU_373	eu722737.1 bacteroides dorei str. b11  ;k__bacteria;p__bacteroidetes;c__bacteroidia;o__bacteroidales;f__bacteroidaceae;g__bacteroides;s__bacteroides dorei;superkingdom__bacteria;superphylum__bacteroidetes/chlorobi group	99.26739927	4.24E-135	484.589	1	0	1	1	0	1	1	0
OTU_374	gq014444.1 topographical and temporal human skin microbiome skin axillary vault clone nbw811d10c1  ;k__bacteria;p__proteobacteria;c__alphaproteobacteria;o__rhizobiales;f__methylobacteriaceae;g__methylobacterium;s__methylobacterium adhaesivum;superkingdom__bacteria	95.97069597	1.30E-122	443.112	0	0	0	1	1	0	2	27
OTU_375	___hq539942.1__gi:329131746_  ;k__fungi;p__basidiomycota;c__agaricomycetes;o__agaricales;f__amanitaceae;g__amanita;s__amanita pulverulenta;subclass  agaricomycetidae;subkingdom__dikarya;superkingdom__eukaryota	76.27118644	0.230425	40.9604	0	0	2	0	0	0	1	0
OTU_376	rhizobium sp. p_26 ;k__bacteria;p__proteobacteria;c__alphaproteobacteria;o__rhizobiales;f__rhizobiaceae;g__rhizobium;s__rhizobium sp.;superkingdom__bacteria	98.9010989	1.80E-133	479.179	0	0	1	1	1	14	153	1
OTU_377	x86071.1 unnamed filamentous type 0803 isolate str. ben05b  ;k__bacteria;p__proteobacteria;c__betaproteobacteria;o__burkholderiales;f__comamonadaceae;g__acidovorax;s__acidovorax delafieldii;superkingdom__bacteria	100	6.17E-133	477.376	7	0	49	4	2	205	5	1
