otu name	Taxonomy	Percent Homology	evalue	bitscore	homology extract gibbsfree_otu/gibbsfree_homolog	total length gibbsfree_otu/otu_lenth/gibbsfree_homolog/homolog_length	1.Nezara.viridula.Infected.Fat.Body	2.Nezara.viridula.Infected.Ovary	3.Nezara.viridula.Infected.Spermatheca	4.Nezara.viridula.Infected.Egg	5.Nezara.viridula.Clean.Fat.Body	6.Nezara.viridula.Clean.Ovary	7.Nezara.viridula.Clean.Spermatheca	8.Nezara.viridula.Clean.Egg	
OTU_299	u60015.1 prosthecobacter fusiformis str. fc4  ;k__bacteria;p__verrucomicrobia;c__verrucomicrobiae;o__verrucomicrobiales;f__verrucomicrobiaceae;g__prosthecobacter;s__prosthecobacter debontii;superkingdom__bacteria;superphylum__chlamydiae/verrucomicrobia group	97.0695970695971	4.84329e-128	461.145			0	0	0	0	0	4	0	0
OTU_300	eu704216.1 human biliary stents clone klond03  ;k__bacteria;p__firmicutes;c__bacilli;o__lactobacillales;f__enterococcaceae;g__enterococcus;s__enterococcus faecalis;superkingdom__bacteria	96.3369963369963	3.05645e-124	448.522			0	0	45	105	0	0	0	0
OTU_301	fj368332.1 feces adult twins and mothers ;k__bacteria;p__firmicutes;c__bacilli;o__lactobacillales;f__enterococcaceae;g__enterococcus;s__enterococcus lactis;superkingdom__bacteria	96.6037735849057	6.70458e-120	434.095			0	0	2	4	0	0	0	0
OTU_302	af529109.1 trichloroethene_contaminated site clone ftl254 proteobacterium  ;k__bacteria;p__proteobacteria;c__betaproteobacteria;o__burkholderiales;f__oxalobacteraceae;g__massilia;s__massilia timonae;superkingdom__bacteria	95.970695970696	1.29964e-122	443.112			0	0	0	0	0	0	0	12
OTU_303	uncultured acidobacterium sp. ;k__bacteria;p__acidobacteria;c__acidobacteriia;o__acidobacteriales;f__acidobacteriaceae;g__acidobacterium;s__acidobacterium spp.;superkingdom__bacteria;superphylum__fibrobacteres/acidobacteria group	99.2673992673993	4.24478e-135	484.589			0	0	0	0	0	0	0	4
OTU_304	uncultured aquabacterium sp. ;k__bacteria;p__proteobacteria;c__betaproteobacteria;o__burkholderiales;f__burkholderiales;g__aquabacterium;s__aquabacterium spp.;superkingdom__bacteria	95.970695970696	1.03168e-123	446.718			0	0	0	0	0	3	0	0
OTU_305	uncultured xylella sp. ;k__bacteria;p__proteobacteria;c__gammaproteobacteria;o__xanthomonadales;f__xanthomonadaceae;g__xylella;s__xylella spp.;superkingdom__bacteria	95.2380952380952	6.73228e-120	434.095			0	0	0	0	0	5	0	0
OTU_306	uncultured dokdonella sp. ;k__bacteria;p__proteobacteria;c__gammaproteobacteria;o__xanthomonadales;f__xanthomonadaceae;g__dokdonella;s__dokdonella spp.;superkingdom__bacteria	95.970695970696	1.29964e-122	443.112			0	0	0	0	0	0	7	1
OTU_307	thermicanus aegyptius ;k__bacteria;p__firmicutes;c__bacilli;o__bacillales;f__bacillales family x. incertae sedis;g__thermicanus;s__thermicanus aegyptius;superkingdom__bacteria	96.3369963369963	1.5507e-121	439.505			0	0	2	1	0	1	78	0
OTU_308	ay028925.1 jeotgalicoccus halotolerans str. ykj_101  ;k__bacteria;p__firmicutes;c__bacilli;o__bacillales;f__staphylococcaceae;g__jeotgalicoccus;s__jeotgalicoccus halotolerans;superkingdom__bacteria	98.9010989010989	1.80493e-133	479.179			0	4	0	0	0	0	0	0
OTU_309	uncultured burkholderia sp. ;k__bacteria;p__proteobacteria;c__betaproteobacteria;o__burkholderiales;f__burkholderiaceae;g__burkholderia;s__burkholderia spp.;superkingdom__bacteria	96.3369963369963	3.05645e-124	448.522			0	4	0	0	0	0	0	0
OTU_310	gq073856.1 topographical and temporal human skin microbiome skin retroauricular crease clone nbw158f05c1  ;k__bacteria;p__actinobacteria;c__actinobacteria;o__actinomycetales;f__corynebacteriaceae;g__corynebacterium;s__corynebacterium glucuronolyticum;superkingdom__bacteria;subclass  actinobacteridae;suborder__corynebacterineae	98.9010989010989	1.81235e-133	479.179			0	0	0	0	0	4	0	0
OTU_311	uncultured cytophaga sp. ;k__bacteria;p__bacteroidetes;c__cytophagia;o__cytophagales;f__cytophagaceae;g__cytophaga;s__cytophaga spp.;superkingdom__bacteria;superphylum__bacteroidetes/chlorobi group	90.5109489051095	6.73823e-101	370.977			0	0	0	0	0	4	0	0
OTU_312	uncultured arthrobacter sp. ;k__bacteria;p__actinobacteria;c__actinobacteria;o__actinomycetales;f__micrococcaceae;g__arthrobacter;s__arthrobacter spp.;superkingdom__bacteria;subclass  actinobacteridae;suborder__micrococcineae	98.8188976377953	3.72352e-123	444.915			0	0	0	0	0	0	0	9
OTU_313	devosia submarina ;k__bacteria;p__proteobacteria;c__alphaproteobacteria;o__rhizobiales;f__hyphomicrobiaceae;g__devosia;s__devosia submarina;superkingdom__bacteria	99.2673992673993	4.24478e-135	484.589			0	0	0	0	0	3	1	3
OTU_314	bdellovibrio sp. sd2gs ;k__bacteria;p__proteobacteria;c__deltaproteobacteria;o__bdellovibrionales;f__bdellovibrionaceae;g__bdellovibrio;s__bdellovibrio sp.;superkingdom__bacteria;subphylum__delta/epsilon subdivisions	95.970695970696	1.29964e-122	443.112			0	0	0	0	0	4	0	0
OTU_315	gq433962.1 subseafloor ocean crust microbial observatories: (f_through osmo colonization system) and evaluation borehole materials seafloor black flocs colonization experiment glass wool clone blkflocs_h02  ;k__bacteria;p__proteobacteria;c__gammaproteobacteria;o__pseudomonadales;f__pseudomonadaceae;g__pseudomonas;s__pseudomonas stutzeri;superkingdom__bacteria;species group  pseudomonas stutzeri group;species subgroup  pseudomonas stutzeri subgroup	98.8636363636364	4.76357e-128	461.145			0	0	2	4	5	237	1	4
OTU_316	uncultured pantoea sp. ;k__bacteria;p__proteobacteria;c__gammaproteobacteria;o__enterobacteriales;f__enterobacteriaceae;g__pantoea;s__pantoea spp.;superkingdom__bacteria	96.3369963369963	3.05645e-124	448.522			15	0	0	0	44	3	14	0
OTU_317	uncultured synechococcus sp. ;k__bacteria;p__cyanobacteria;c__cyanobacteria;o__synechococcales;f__synechococcaceae;g__synechococcus;s__synechococcus spp.;superkingdom__bacteria;subclass  oscillatoriophycideae	95.6521739130435	2.44133	37.3537			1	0	0	0	3	0	0	0
OTU_318	dq818571.1 mouse cecal microbiota_colonized zebrafish digestive tract clone aaa45b10  ;k__bacteria;p__firmicutes;c__bacilli;o__lactobacillales;f__enterococcaceae;g__enterococcus;s__enterococcus faecalis;superkingdom__bacteria	96.7032967032967	2.50889e-125	452.129			0	0	0	0	0	0	7	0
OTU_319	siphonobacter sp. eg4 ;k__bacteria;p__bacteroidetes;c__cytophagia;o__cytophagales;f__cytophagaceae;g__siphonobacter;s__siphonobacter sp.;superkingdom__bacteria;superphylum__bacteroidetes/chlorobi group	98.5347985347985	2.19885e-132	475.572			5	0	0	0	0	0	0	0
OTU_320	uncultured fusobacterium sp. ;k__bacteria;p__fusobacteria;c__fusobacteriia;o__fusobacteriales;f__fusobacteriaceae;g__fusobacterium;s__fusobacterium spp.;superkingdom__bacteria	90.1459854014599	3.47613e-98	361.96			0	4	0	0	0	0	0	0
OTU_321	uncultured cyanobacterium sp. ;k__bacteria;p__cyanobacteria;c__oscillatoriophycideae;o__chroococcales;f__cyanobacteriaceae;g__cyanobacterium;s__cyanobacterium spp.;superkingdom__bacteria;subclass  oscillatoriophycideae	100	2.25468	37.3537			0	0	0	0	0	0	5	0
OTU_322	uncultured spiroplasma sp. ;k__bacteria;p__tenericutes;c__mollicutes;o__entomoplasmatales;f__spiroplasmataceae;g__spiroplasma;s__spiroplasma spp.;superkingdom__bacteria	92.3076923076923	2.02776e-12	77.0278			0	0	0	0	3	0	0	1
OTU_323	eu465383.1 lion feces clone li3_aah76d08  ;k__bacteria;p__firmicutes;c__clostridia;o__clostridiales;f__lachnospiraceae;g__blautia;s__blautia producta;superkingdom__bacteria	98.5347985347985	2.19885e-132	475.572			0	0	0	1	0	3	0	0
OTU_324	l77877.1 thermothrix thiopara  ;k__bacteria;p__deinococcus_thermus;c__deinococci;o__thermales;f__thermaceae;g__thermus;s__thermus thiopara;superkingdom__bacteria	98.8970588235294	6.27389e-133	477.376			0	0	0	0	0	0	4	0
OTU_325	massilia timonae ;k__bacteria;p__proteobacteria;c__betaproteobacteria;o__burkholderiales;f__oxalobacteraceae;g__massilia;s__massilia timonae;superkingdom__bacteria	97.4358974358974	4.84329e-128	461.145			6	12	14	30	81	22	19	2709
OTU_327	ay830401.1 insect gut clone 1_7  ;k__bacteria;p__firmicutes;c__bacilli;o__lactobacillales;f__enterococcaceae;g__enterococcus;s__enterococcus faecalis;superkingdom__bacteria	94.5054945054945	3.48741e-117	425.078			0	0	7	12	0	0	0	0
OTU_328	eu704216.1 human biliary stents clone klond03  ;k__bacteria;p__firmicutes;c__bacilli;o__lactobacillales;f__enterococcaceae;g__enterococcus;s__enterococcus faecalis;superkingdom__bacteria	93.1506849315068	5.95828e-121	437.702			0	0	2	6	0	0	0	0
OTU_329	uncultured ralstonia sp. ;k__bacteria;p__proteobacteria;c__betaproteobacteria;o__burkholderiales;f__burkholderiaceae;g__ralstonia;s__ralstonia spp.;superkingdom__bacteria	96.7032967032967	2.50889e-125	452.129			0	0	0	1	0	0	0	17
OTU_330	anaerococcus sp. enrichment culture clone mrhull_s_06e ;k__bacteria;p__firmicutes;c__clostridia;o__clostridiales;f__peptoniphilaceae;g__anaerococcus;s__anaerococcus sp.;superkingdom__bacteria	98.8888888888889	7.57999e-132	473.769			0	0	3	0	0	0	0	0
OTU_331	eu704216.1 human biliary stents clone klond03  ;k__bacteria;p__firmicutes;c__bacilli;o__lactobacillales;f__enterococcaceae;g__enterococcus;s__enterococcus faecalis;superkingdom__bacteria	94.1391941391941	4.24853e-116	421.471			0	0	1	2	0	0	0	0
OTU_332	fj368332.1 feces adult twins and mothers ;k__bacteria;p__firmicutes;c__bacilli;o__lactobacillales;f__enterococcaceae;g__enterococcus;s__enterococcus lactis;superkingdom__bacteria	94.7368421052632	5.17577e-115	417.864			0	0	2	8	0	0	0	0
OTU_333	eu704216.1 human biliary stents clone klond03  ;k__bacteria;p__firmicutes;c__bacilli;o__lactobacillales;f__enterococcaceae;g__enterococcus;s__enterococcus faecalis;superkingdom__bacteria	97.0802919708029	2.50889e-125	452.129			0	0	16	115	0	1	0	0
OTU_334	gq069714.1 topographical and temporal human skin microbiome skin volar forearm clone nbw232b04c1  ;k__bacteria;p__bacteroidetes;c__sphingobacteriia;o__sphingobacteriales;f__sphingobacteriaceae;g__sphingobacterium;s__sphingobacterium faecium;superkingdom__bacteria;superphylum__bacteroidetes/chlorobi group	98.9010989010989	1.80493e-133	479.179			0	0	0	0	0	0	3	0
OTU_335	uncultured rhodopila sp. ;k__bacteria;p__proteobacteria;c__alphaproteobacteria;o__rhodospirillales;f__acetobacteraceae;g__rhodopila;s__rhodopila spp.;superkingdom__bacteria	96.3369963369963	3.05645e-124	448.522			0	0	0	0	0	0	1	2
OTU_336	uncultured adhaeribacter sp. ;k__bacteria;p__bacteroidetes;c__cytophagia;o__cytophagales;f__cytophagaceae;g__adhaeribacter;s__adhaeribacter spp.;superkingdom__bacteria;superphylum__bacteroidetes/chlorobi group	99.21875	6.68521e-126	453.932			0	0	0	1	0	0	0	2
OTU_337	af357562.1 mpn_isolate group 14  ;k__bacteria;p__firmicutes;c__bacilli;o__lactobacillales;f__enterococcaceae;g__enterococcus;s__enterococcus cecorum;superkingdom__bacteria	96.3369963369963	3.05645e-124	448.522			0	0	2	4	0	0	43	0
OTU_338	ef604015.1 salmonella typhimurium exploits inflammation compete intestinal microbiota mouse cecum clone 16saw43_2c06.p1k  ;k__bacteria;p__proteobacteria;c__gammaproteobacteria;o__enterobacteriales;f__enterobacteriaceae;g__salmonella;s__salmonella enterica;superkingdom__bacteria	94.8453608247423	6.36168e-127	457.539			15	17	0	0	0	1	2	0
OTU_340	uncultured pantoea sp. ;k__bacteria;p__proteobacteria;c__gammaproteobacteria;o__enterobacteriales;f__enterobacteriaceae;g__pantoea;s__pantoea spp.;superkingdom__bacteria	98.7951807228916	3.84068e-77	291.629			0	0	0	0	3	0	0	0
OTU_341	ay830397.1 gut southern green stink bug (heteroptera: pentatomidae) insect gut clone 1_1  ;k__bacteria;p__firmicutes;c__bacilli;o__lactobacillales;f__enterococcaceae;g__enterococcus;s__enterococcus faecalis;superkingdom__bacteria	100	1.73761e-87	325.893			0	0	0	2	0	0	1	0
OTU_342	gu108498.1 acidovorax citrulli str. 3b  ;k__bacteria;p__proteobacteria;c__betaproteobacteria;o__burkholderiales;f__comamonadaceae;g__acidovorax;s__acidovorax avenae;superkingdom__bacteria	99.6336996336996	3.48433e-136	488.196			1	1	5	2	3	141	229	2
OTU_343	gq001490.1 topographical and temporal human skin microbiome skin buttock clone nbu173f05c1  ;k__bacteria;p__firmicutes;c__clostridia;o__clostridiales;f__lachnospiraceae;g__blautia;s__ruminococcus gnavus;superkingdom__bacteria	98.9010989010989	1.80493e-133	479.179			3	0	0	0	0	0	0	0
OTU_345	x69335.1 coprothermobacter proteolyticus str. atcc 35245  ;k__bacteria;p__firmicutes;c__clostridia;o__thermoanaerobacterales;f__thermodesulfobiaceae;g__coprothermobacter;s__coprothermobacter proteolyticus;superkingdom__bacteria	98.9010989010989	1.80493e-133	479.179			0	0	3	0	0	0	0	0
OTU_346	af357562.1 mpn_isolate group 14  ;k__bacteria;p__firmicutes;c__bacilli;o__lactobacillales;f__enterococcaceae;g__enterococcus;s__enterococcus cecorum;superkingdom__bacteria	96.7032967032967	2.50889e-125	452.129			0	0	0	1	0	0	31	1
OTU_347	gq043854.1 topographical and temporal human skin microbiome skin plantar heel clone nbw972a07c1  ;k__bacteria;p__proteobacteria;c__alphaproteobacteria;o__sphingomonadales;f__sphingomonadaceae;g__sphingomonas;s__caulobacter leidyia;superkingdom__bacteria	99.6309963099631	4.20984e-135	484.589			0	0	0	0	3	9	0	2
OTU_348	fj368332.1 feces adult twins and mothers ;k__bacteria;p__firmicutes;c__bacilli;o__lactobacillales;f__enterococcaceae;g__enterococcus;s__enterococcus lactis;superkingdom__bacteria	95.8490566037736	3.08647e-118	428.685			0	0	4	5	0	0	0	0
OTU_349	uncultured geoalkalibacter sp. ;k__bacteria;p__proteobacteria;c__deltaproteobacteria;o__desulfuromonadales;f__geobacteraceae;g__geoalkalibacter;s__geoalkalibacter spp.;superkingdom__bacteria;subphylum__delta/epsilon subdivisions	93.040293040293	9.35801e-112	407.044			0	0	3	0	0	0	0	0
OTU_350	ay771798.1 sphingomonas sp. 4_5  ;k__bacteria;p__proteobacteria;c__alphaproteobacteria;o__sphingomonadales;f__sphingomonadaceae;g__sphingomonas;s__sphingomonas wittichii;superkingdom__bacteria	97.4358974358974	4.84329e-128	461.145			0	0	0	0	0	3	0	0
OTU_351	uncultured aquabacterium sp. ;k__bacteria;p__proteobacteria;c__betaproteobacteria;o__burkholderiales;f__burkholderiales;g__aquabacterium;s__aquabacterium spp.;superkingdom__bacteria	99.2673992673993	4.24478e-135	484.589			1	3	2	0	0	4	0	0
OTU_352	ay830401.1 insect gut clone 1_7  ;k__bacteria;p__firmicutes;c__bacilli;o__lactobacillales;f__enterococcaceae;g__enterococcus;s__enterococcus faecalis;superkingdom__bacteria	96.3369963369963	3.05645e-124	448.522			0	0	28	102	0	1	0	0
OTU_353	uncultured pantoea sp. ;k__bacteria;p__proteobacteria;c__gammaproteobacteria;o__enterobacteriales;f__enterobacteriaceae;g__pantoea;s__pantoea spp.;superkingdom__bacteria	96.7032967032967	2.50889e-125	452.129			22	9	0	2	109	5	41	3
OTU_354	uncultured sphingomonas sp. ;k__bacteria;p__proteobacteria;c__alphaproteobacteria;o__sphingomonadales;f__sphingomonadaceae;g__sphingomonas;s__sphingomonas spp.;superkingdom__bacteria	95.970695970696	1.29964e-122	443.112			0	0	0	0	0	2	0	1
OTU_355	am072819.1 leucobacter luti str. rf6  ;k__bacteria;p__actinobacteria;c__actinobacteria;o__actinomycetales;f__microbacteriaceae;g__leucobacter;s__leucobacter luti;superkingdom__bacteria;subclass  actinobacteridae;suborder__micrococcineae	97.0695970695971	5.90034e-127	457.539			0	0	0	0	0	0	3	0
OTU_356	uncultured pantoea sp. ;k__bacteria;p__proteobacteria;c__gammaproteobacteria;o__enterobacteriales;f__enterobacteriaceae;g__pantoea;s__pantoea spp.;superkingdom__bacteria	97.1428571428571	7.68153e-113	410.651			1	1	0	0	10	0	1	0
OTU_357	enterococcus rivorum ;k__bacteria;p__firmicutes;c__bacilli;o__lactobacillales;f__enterococcaceae;g__enterococcus;s__enterococcus rivorum;superkingdom__bacteria	94.8453608247423	6.36168e-127	457.539			0	0	9	47	0	0	0	0
OTU_358	gq098562.1 topographical and temporal human skin microbiome skin umbilicus clone nbw703f06c1  ;k__bacteria;p__proteobacteria;c__betaproteobacteria;o__burkholderiales;f__oxalobacteraceae;g__massilia;s__massilia timonae;superkingdom__bacteria	94.8453608247423	6.36168e-127	457.539			0	1	0	1	0	0	0	80
OTU_359	eu704216.1 human biliary stents clone klond03  ;k__bacteria;p__firmicutes;c__bacilli;o__lactobacillales;f__enterococcaceae;g__enterococcus;s__enterococcus faecalis;superkingdom__bacteria	95.2380952380952	6.73228e-120	434.095			0	0	3	14	0	0	0	0
OTU_360	af357562.1 mpn_isolate group 14  ;k__bacteria;p__firmicutes;c__bacilli;o__lactobacillales;f__enterococcaceae;g__enterococcus;s__enterococcus cecorum;superkingdom__bacteria	96.6165413533835	1.58328e-121	439.505			0	0	0	0	0	0	15	0
OTU_361	gq433962.1 subseafloor ocean crust microbial observatories: (f_through osmo colonization system) and evaluation borehole materials seafloor black flocs colonization experiment glass wool clone blkflocs_h02  ;k__bacteria;p__proteobacteria;c__gammaproteobacteria;o__pseudomonadales;f__pseudomonadaceae;g__pseudomonas;s__pseudomonas stutzeri;superkingdom__bacteria;species group  pseudomonas stutzeri group;species subgroup  pseudomonas stutzeri subgroup	96.9811320754717	1.29964e-122	443.112			0	0	0	3	0	100	0	0
OTU_362	chelatococcus sp. enrichment culture clone hb1 ;k__bacteria;p__proteobacteria;c__alphaproteobacteria;o__rhizobiales;f__beijerinckiaceae;g__chelatococcus;s__chelatococcus sp.;superkingdom__bacteria	99.2673992673993	4.24478e-135	484.589			0	0	3	0	0	0	0	0
OTU_363	uncultured conexibacter sp. ;k__bacteria;p__actinobacteria;c__actinobacteria;o__solirubrobacterales;f__conexibacteraceae;g__conexibacter;s__conexibacter spp.;superkingdom__bacteria;subclass  rubrobacteridae	97.8021978021978	1.13903e-129	466.555			0	0	0	0	0	2	1	0
OTU_365	uncultured clostridium sp. ;k__bacteria;p__firmicutes;c__clostridia;o__clostridiales;f__clostridiaceae;g__clostridium;s__clostridium spp.;superkingdom__bacteria	95.9558823529412	4.51751e-122	441.308			0	2	0	1	0	0	0	0
OTU_366	uncultured gemmatimonas sp. ;k__bacteria;p__gemmatimonadetes;c__gemmatimonadetes;o__gemmatimonadales;f__gemmatimonadaceae;g__gemmatimonas;s__gemmatimonas spp.;superkingdom__bacteria	98.8970588235294	6.32574e-133	477.376			0	0	0	0	0	0	0	3
OTU_367	empedobacter sp. h.p5 ;k__bacteria;p__bacteroidetes;c__flavobacteriia;o__flavobacteriales;f__flavobacteriaceae;g__empedobacter;s__empedobacter sp.;superkingdom__bacteria;superphylum__bacteroidetes/chlorobi group	95.970695970696	1.29964e-122	443.112			0	0	1	0	0	0	2	0
OTU_368	uncultured pantoea sp. ;k__bacteria;p__proteobacteria;c__gammaproteobacteria;o__enterobacteriales;f__enterobacteriaceae;g__pantoea;s__pantoea spp.;superkingdom__bacteria	95.970695970696	1.29964e-122	443.112			3	0	0	0	33	1	7	1
OTU_369	helcobacillus massiliensis ;k__bacteria;p__actinobacteria;c__actinobacteria;o__actinomycetales;f__dermabacteraceae;g__helcobacillus;s__helcobacillus massiliensis;superkingdom__bacteria;subclass  actinobacteridae;suborder__micrococcineae	98.5347985347985	2.19885e-132	475.572			0	3	0	0	0	0	0	0
OTU_370	gq006662.1 topographical and temporal human skin microbiome skin occiput clone nbu86b09c1  ;k__bacteria;p__firmicutes;c__erysipelotrichia;o__erysipelotrichales;f__erysipelotrichaceae;g__solobacterium;s__solobacterium moorei;superkingdom__bacteria	98.8970588235294	6.27389e-133	477.376			0	2	0	1	0	0	0	0
OTU_371	bacillus sp. nc8 ;k__bacteria;p__firmicutes;c__bacilli;o__bacillales;f__bacillaceae;g__bacillus;s__bacillus sp.;superkingdom__bacteria	96.7032967032967	2.50889e-125	452.129			0	0	0	0	0	0	10	0
OTU_372	uncultured prevotella sp. ;k__bacteria;p__bacteroidetes;c__bacteroidia;o__bacteroidales;f__prevotellaceae;g__prevotella;s__prevotella spp.;superkingdom__bacteria;superphylum__bacteroidetes/chlorobi group	98.9010989010989	1.80493e-133	479.179			0	3	0	0	0	0	0	0
OTU_373	eu722737.1 bacteroides dorei str. b11  ;k__bacteria;p__bacteroidetes;c__bacteroidia;o__bacteroidales;f__bacteroidaceae;g__bacteroides;s__bacteroides dorei;superkingdom__bacteria;superphylum__bacteroidetes/chlorobi group	99.2673992673993	4.24478e-135	484.589			1	0	1	1	0	1	1	0
OTU_374	gq014444.1 topographical and temporal human skin microbiome skin axillary vault clone nbw811d10c1  ;k__bacteria;p__proteobacteria;c__alphaproteobacteria;o__rhizobiales;f__methylobacteriaceae;g__methylobacterium;s__methylobacterium adhaesivum;superkingdom__bacteria	95.970695970696	1.29964e-122	443.112			0	0	0	1	1	0	2	27
OTU_376	rhizobium sp. p_26 ;k__bacteria;p__proteobacteria;c__alphaproteobacteria;o__rhizobiales;f__rhizobiaceae;g__rhizobium;s__rhizobium sp.;superkingdom__bacteria	98.9010989010989	1.80493e-133	479.179			0	0	1	1	1	14	153	1
OTU_377	x86071.1 unnamed filamentous type 0803 isolate str. ben05b  ;k__bacteria;p__proteobacteria;c__betaproteobacteria;o__burkholderiales;f__comamonadaceae;g__acidovorax;s__acidovorax delafieldii;superkingdom__bacteria	100	6.17019e-133	477.376			7	0	49	4	2	205	5	1
OTU_378	uncultured haliangium sp. ;k__bacteria;p__proteobacteria;c__deltaproteobacteria;o__myxococcales;f__kofleriaceae;g__haliangium;s__haliangium spp.;superkingdom__bacteria;subphylum__delta/epsilon subdivisions;suborder__nannocystineae	92.6739926739927	1.14004e-110	403.438			0	0	0	0	0	0	0	3
OTU_379	gq433962.1 subseafloor ocean crust microbial observatories: (f_through osmo colonization system) and evaluation borehole materials seafloor black flocs colonization experiment glass wool clone blkflocs_h02  ;k__bacteria;p__proteobacteria;c__gammaproteobacteria;o__pseudomonadales;f__pseudomonadaceae;g__pseudomonas;s__pseudomonas stutzeri;superkingdom__bacteria;species group  pseudomonas stutzeri group;species subgroup  pseudomonas stutzeri subgroup	95.2380952380952	6.73228e-120	434.095			0	0	0	0	0	10	0	0
OTU_380	ab055910.1 erysipelothrix rhusiopathiae str. kg_bb2  ;k__bacteria;p__firmicutes;c__erysipelotrichia;o__erysipelotrichales;f__erysipelotrichaceae;g__erysipelothrix;s__erysipelothrix rhusiopathiae;superkingdom__bacteria	95.2205882352941	2.34013e-119	432.291			2	2	0	0	0	0	0	0
OTU_381	uncultured roseomonas sp. ;k__bacteria;p__proteobacteria;c__alphaproteobacteria;o__rhodospirillales;f__acetobacteraceae;g__roseomonas;s__roseomonas spp.;superkingdom__bacteria	91.9413919413919	5.90555e-108	394.421			0	0	0	1	0	0	0	3
OTU_382	uncultured pelobacter sp. ;k__bacteria;p__proteobacteria;c__deltaproteobacteria;o__desulfuromonadales;f__pelobacteraceae;g__pelobacter;s__pelobacter spp.;superkingdom__bacteria;subphylum__delta/epsilon subdivisions	97.4358974358974	4.84329e-128	461.145			0	0	0	0	0	0	3	0
OTU_383	cu915125.1 and dynamics adapted microbiota during degradation tunisian zarzatine enriched seawater polluted tunisian crude oil clone  ;k__bacteria;p__proteobacteria;c__gammaproteobacteria;o__pseudomonadales;f__pseudomonadaceae;g__pseudomonas;s__pseudomonas stutzeri;superkingdom__bacteria;species group  pseudomonas stutzeri group;species subgroup  pseudomonas stutzeri subgroup	96.5909090909091	1.92883e-120	435.898			0	0	3	12	0	0	2	1
OTU_384	gq045971.1 topographical and temporal human skin microbiome skin volar forearm clone nbw992b09c1  ;k__bacteria;p__proteobacteria;c__gammaproteobacteria;o__pasteurellales;f__pasteurellaceae;g__haemophilus;s__haemophilus parainfluenzae;superkingdom__bacteria	98.9010989010989	1.80493e-133	479.179			1	0	0	0	0	5	0	0
OTU_385	uncultured pantoea sp. ;k__bacteria;p__proteobacteria;c__gammaproteobacteria;o__enterobacteriales;f__enterobacteriaceae;g__pantoea;s__pantoea spp.;superkingdom__bacteria	96.3369963369963	3.05645e-124	448.522			4	3	0	0	34	1	10	0
OTU_386	uncultured pantoea sp. ;k__bacteria;p__proteobacteria;c__gammaproteobacteria;o__enterobacteriales;f__enterobacteriaceae;g__pantoea;s__pantoea spp.;superkingdom__bacteria	95.6043956043956	1.58328e-121	439.505			1	0	0	0	2	0	0	0
OTU_387	enterococcus faecium ;k__bacteria;p__firmicutes;c__bacilli;o__lactobacillales;f__enterococcaceae;g__enterococcus;s__enterococcus faecium;superkingdom__bacteria	91.7808219178082	1.59883e-115	419.668			0	0	1	4	0	0	0	0
OTU_389	bacillus sp. nc8 ;k__bacteria;p__firmicutes;c__bacilli;o__bacillales;f__bacillaceae;g__bacillus;s__bacillus sp.;superkingdom__bacteria	95.970695970696	1.29964e-122	443.112			0	0	0	0	0	0	8	0
OTU_390	fj368332.1 feces adult twins and mothers ;k__bacteria;p__firmicutes;c__bacilli;o__lactobacillales;f__enterococcaceae;g__enterococcus;s__enterococcus lactis;superkingdom__bacteria	96.8503937007874	1.3124e-116	423.275			0	0	1	3	0	0	0	0
OTU_391	nocardioides caeni ;k__bacteria;p__actinobacteria;c__actinobacteria;o__actinomycetales;f__nocardioidaceae;g__nocardioides;s__nocardioides caeni;superkingdom__bacteria;subclass  actinobacteridae;suborder__propionibacterineae	98.9010989010989	1.80493e-133	479.179			2	0	0	0	1	0	0	0
OTU_392	af190911.1 pelistega europaea str. lmg15725  ;k__bacteria;p__proteobacteria;c__betaproteobacteria;o__burkholderiales;f__alcaligenaceae;g__pelistega;s__pelistega europaea;superkingdom__bacteria	98.9010989010989	1.80493e-133	479.179			1	0	0	0	0	0	0	2
